ts_code,time,open,close,high,low,vol,amount
603580.SH,2026-07-07 10:05:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:06:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:07:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:08:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:09:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:10:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:11:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:12:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:13:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:14:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:15:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:16:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:17:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:18:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:19:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:20:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:21:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:22:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:23:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:24:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:25:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:26:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:27:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:28:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:29:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:30:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:31:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:32:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:33:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:34:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:35:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:36:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:37:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:38:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:39:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:40:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:41:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:42:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:43:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:44:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:45:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:46:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:47:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:48:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:49:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:50:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:51:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:52:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:53:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:54:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:55:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:56:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:57:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:58:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 10:59:00,30.68,30.68,30.68,30.68,0.0,0.0
603580.SH,2026-07-07 11:00:00,30.68,30.68,30.68,30.68,0.0,0.0
