rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
11,20260610,20260610,20260611,20260612,600732.SH,爱旭股份,12.07,TOP20,0,1,TOP20,限价竞价,≤12.63,限价竞价,≤12.63,冲高至13.45附近优先兑现；强势放量再看13.91；弱于11.89止损,冲高至13.45附近优先兑现；强势放量再看13.91；弱于11.89止损,限价竞价,≤12.63,限价竞价,≤12.63,冲高至13.45附近优先兑现；强势放量再看13.91；弱于11.89止损,冲高至13.45附近优先兑现；强势放量再看13.91；弱于11.89止损,0.571156,0.571156,52.1347,52.1347,0.871827,0.871827,64.2256,64.2256,0.571156,52.1347,0.871827,64.2256,,,,,,,,rule_fallback:model_missing,0.0,0.1139615699257319,0.1139615699257319,up,high,1.0,ehx:model_v1,0.025679962279690383,0.07419815602520333,0.10792264353637446,0.1416471310475456,0.19016532479305942,12.383971275862459,12.999633842907063,13.445516149003584,13.906692042080515,14.598055864799809,0.9845536805572724,0.9845536805572724,11,5,5,0.0751596931531262,0.0,0.0,,,,,,,,
12,20260610,20260610,20260611,20260612,688662.SH,富信科技,112.24,TOP20,0,1,TOP20,限价竞价,≤117.57,限价竞价,≤117.57,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,限价竞价,≤117.57,限价竞价,≤117.57,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,0.560204,0.560204,51.8061,51.8061,0.881377,0.881377,63.9441,63.9441,0.560204,51.8061,0.881377,63.9441,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,115.78389041156353,121.54002514454156,125.70880000000001,130.02056218637952,136.48446550956257,0.98829186007614,0.98829186007614,12,3,3,0.0321621001152161,0.0,0.0,,,,,,,,
13,20260610,20260610,20260611,20260612,605318.SH,法狮龙,116.56,TOP20,0,1,TOP20,限价竞价,≤120.83,限价竞价,≤120.83,冲高至125.80附近优先兑现；强势放量再看130.11；弱于114.81止损,冲高至125.80附近优先兑现；强势放量再看130.11；弱于114.81止损,限价竞价,≤120.83,限价竞价,≤120.83,冲高至125.80附近优先兑现；强势放量再看130.11；弱于114.81止损,冲高至125.80附近优先兑现；强势放量再看130.11；弱于114.81止损,0.573453,0.573453,52.2036,52.2036,0.782136,0.782136,62.0924,62.0924,0.573453,52.2036,0.782136,62.0924,,,,,,,,rule_fallback:model_missing,0.0,0.0792422885949952,0.0792422885949952,up,high,1.0,ehx:model_v1,-0.005983470980491137,0.042534722765021814,0.07625921027619294,0.10998369778736405,0.1585018915328779,115.86464900334295,121.62479860689992,125.79648115863264,130.11125077412018,136.57966263236727,0.9363934205186921,0.9363934205186921,13,30,30,0.2934423339455103,0.0,0.0,,,,,,,,
14,20260610,20260610,20260611,20260612,603636.SH,南威软件,9.66,TOP20,0,1,TOP20,限价竞价,≤10.07,限价竞价,≤10.07,冲高至10.62附近优先兑现；强势放量再看10.98；弱于9.52止损,冲高至10.62附近优先兑现；强势放量再看10.98；弱于9.52止损,限价竞价,≤10.07,限价竞价,≤10.07,冲高至10.62附近优先兑现；强势放量再看10.98；弱于9.52止损,冲高至10.62附近优先兑现；强势放量再看10.98；弱于9.52止损,0.532752,0.532752,50.9826,50.9826,0.843198,0.843198,61.6857,61.6857,0.532752,50.9826,0.843198,61.6857,,,,,,,,rule_fallback:model_missing,0.0,0.09937136623906703,0.09937136623906703,up,high,1.0,ehx:model_v1,0.012495849950499335,0.061014043696012286,0.09473853120718341,0.12846301871835453,0.17698121246386836,9.781467248225026,10.267747707163311,10.619927397869388,10.984186712859502,11.530259732401893,0.970938601705559,0.970938601705559,14,13,13,0.1482173726327192,0.0,0.0,,,,,,,,
15,20260610,20260610,20260611,20260612,600229.SH,城市传媒,6.13,TOP20,0,1,TOP20,限价竞价,≤6.37,限价竞价,≤6.37,冲高至6.67附近优先兑现；强势放量再看6.90；弱于6.04止损,冲高至6.67附近优先兑现；强势放量再看6.90；弱于6.04止损,限价竞价,≤6.37,限价竞价,≤6.37,冲高至6.67附近优先兑现；强势放量再看6.90；弱于6.04止损,冲高至6.67附近优先兑现；强势放量再看6.90；弱于6.04止损,0.531187,0.531187,50.9356,50.9356,0.812538,0.812538,60.8448,60.8448,0.531187,50.9356,0.812538,60.8448,,,,,,,,rule_fallback:model_missing,0.0,0.08757166723676896,0.08757166723676896,up,high,1.0,ehx:model_v1,0.0017047014600223842,0.050222895205535335,0.08394738271670646,0.11767187022787759,0.16619006397339142,6.140458731924967,6.445728382630377,6.666814320161394,6.895483418023163,7.2382887207476765,0.9534188770312599,0.9534188770312599,15,22,22,0.2212920752109923,0.0,0.0,,,,,,,,
16,20260610,20260610,20260611,20260612,600665.SH,天地源,3.7,TOP20,0,1,TOP20,只观察不追,≤3.74,只观察不追,≤3.74,冲高至4.09附近优先兑现；强势放量再看4.23；弱于3.64止损,冲高至4.09附近优先兑现；强势放量再看4.23；弱于3.64止损,只观察不追,≤3.74,只观察不追,≤3.74,冲高至4.09附近优先兑现；强势放量再看4.23；弱于3.64止损,冲高至4.09附近优先兑现；强势放量再看4.23；弱于3.64止损,0.473938,0.473938,49.2181,49.2181,0.86343,0.86343,59.3978,59.3978,0.473938,49.2181,0.86343,59.3978,,,,,,,,rule_fallback:model_missing,0.0,0.1061155524471916,0.1061155524471916,up,high,1.0,ehx:model_v1,0.018611694186387792,0.06712988793190075,0.10085437544307187,0.13457886295424298,0.18309705669975682,3.7695080937544962,3.9569071903609023,4.092627544054609,4.233003052271934,4.443444555035185,0.9781568090290857,0.9781568090290857,16,7,7,0.0784244549906573,0.0,0.0,,,,,,,,
17,20260610,20260610,20260611,20260612,600843.SH,上工申贝,8.45,TOP20,0,1,TOP20,只观察不追,≤8.53,只观察不追,≤8.53,冲高至9.31附近优先兑现；强势放量再看9.63；弱于8.32止损,冲高至9.31附近优先兑现；强势放量再看9.63；弱于8.32止损,只观察不追,≤8.53,只观察不追,≤8.53,冲高至9.31附近优先兑现；强势放量再看9.63；弱于8.32止损,冲高至9.31附近优先兑现；强势放量再看9.63；弱于8.32止损,0.472849,0.472849,49.1855,49.1855,0.856374,0.856374,59.1697,59.1697,0.472849,49.1855,0.856374,59.1697,,,,,,,,rule_fallback:model_missing,0.0,0.10234341991711535,0.10234341991711535,up,high,1.0,ehx:model_v1,0.015195614245078273,0.06371380799059123,0.09743829550176235,0.13116278301293346,0.1796809767584473,8.579383481491728,9.005902983210083,9.314801898299624,9.634295924164995,10.11325983874544,0.9743383067049305,0.9743383067049305,17,9,9,0.1015086505270604,0.0,0.0,,,,,,,,
18,20260610,20260610,20260611,20260612,003043.SZ,华亚智能,80.62,TOP20,0,1,TOP20,只观察不追,≤81.43,只观察不追,≤81.43,冲高至88.81附近优先兑现；强势放量再看91.85；弱于79.41止损,冲高至88.81附近优先兑现；强势放量再看91.85；弱于79.41止损,只观察不追,≤81.43,只观察不追,≤81.43,冲高至88.81附近优先兑现；强势放量再看91.85；弱于79.41止损,冲高至88.81附近优先兑现；强势放量再看91.85；弱于79.41止损,0.474678,0.474678,49.2403,49.2403,0.850846,0.850846,59.1183,59.1183,0.474678,49.2403,0.850846,59.1183,,,,,,,,rule_fallback:model_missing,0.0,0.1015430731577462,0.1015430731577462,up,high,1.0,ehx:model_v1,0.014469309331402183,0.06298750307691514,0.09671199058808626,0.13043647809925737,0.1789546718447712,81.79499590814693,85.86139076892681,88.8064025579775,91.85242708814474,96.41882180843831,0.9734581752057148,0.9734581752057148,18,11,11,0.1073748510840522,0.0,0.0,,,,,,,,
19,20260610,20260610,20260611,20260612,603886.SH,元祖股份,12.25,TOP20,0,1,TOP20,只观察不追,≤12.37,只观察不追,≤12.37,冲高至13.52附近优先兑现；强势放量再看13.99；弱于12.07止损,冲高至13.52附近优先兑现；强势放量再看13.99；弱于12.07止损,只观察不追,≤12.37,只观察不追,≤12.37,冲高至13.52附近优先兑现；强势放量再看13.99；弱于12.07止损,冲高至13.52附近优先兑现；强势放量再看13.99；弱于12.07止损,0.460145,0.460145,48.8043,48.8043,0.859716,0.859716,58.6498,58.6498,0.460145,48.8043,0.859716,58.6498,,,,,,,,rule_fallback:model_missing,0.0,0.10381405688163467,0.10381405688163467,up,high,1.0,ehx:model_v1,0.01652882567519394,0.0650470194207069,0.09877150693187801,0.13249599444304913,0.18101418818856296,12.45416073504719,13.073312733846642,13.521722196800024,13.985511927215807,14.68079423874096,0.9758903223024069,0.9758903223024069,19,8,8,0.086326516791419,0.0,0.0,,,,,,,,
20,20260610,20260610,20260611,20260612,605589.SH,圣泉集团,60.1,TOP20,0,1,TOP20,限价竞价,≤61.96,限价竞价,≤61.96,冲高至63.87附近优先兑现；强势放量再看66.06；弱于59.20止损,冲高至63.87附近优先兑现；强势放量再看66.06；弱于59.20止损,限价竞价,≤61.96,限价竞价,≤61.96,冲高至63.87附近优先兑现；强势放量再看66.06；弱于59.20止损,冲高至63.87附近优先兑现；强势放量再看66.06；弱于59.20止损,0.522208,0.522208,50.6662,50.6662,0.705056,0.705056,57.7313,57.7313,0.522208,50.6662,0.705056,57.7313,,,,,,,,rule_fallback:model_missing,0.0,0.0627144472765304,0.0627144472765304,up,high,1.0,ehx:model_v1,-0.021416247074882475,0.027101946670630477,0.0608264341818016,0.09455092169297272,0.14306911543848655,58.82656828674914,61.75109994425029,63.86913828131948,66.05982449674782,69.34395365226803,0.8881082044012459,0.8881082044012459,20,50,50,0.3725624312058946,0.0,0.0,,,,,,,,
21,20260610,20260610,20260611,20260612,002459.SZ,晶澳科技,9.15,FULL,0,0,TOP20以外,只观察不追,≤9.24,只观察不追,≤9.24,冲高至10.08附近优先兑现；强势放量再看10.43；弱于9.01止损,冲高至10.08附近优先兑现；强势放量再看10.43；弱于9.01止损,只观察不追,≤9.24,只观察不追,≤9.24,冲高至10.08附近优先兑现；强势放量再看10.43；弱于9.01止损,冲高至10.08附近优先兑现；强势放量再看10.43；弱于9.01止损,0.426206,0.426206,47.7862,47.7862,0.853587,0.853587,56.8845,56.8845,0.426206,47.7862,0.853587,56.8845,,,,,,,,rule_fallback:model_missing,0.0,0.1018992305489387,0.1018992305489387,up,high,1.0,ehx:model_v1,0.014792582959847159,0.06331077670536012,0.09703526421653123,0.13075975172770235,0.17927794547321618,9.286358192531868,9.748024567231344,10.082377959522791,10.428199541103847,10.946631953139812,0.9738529824714879,0.9738529824714879,21,10,10,0.0821791928980248,0.0,0.0,,,,,,,,
22,20260610,20260610,20260611,20260612,002830.SZ,名雕股份,15.97,FULL,0,0,TOP20以外,只观察不追,≤16.13,只观察不追,≤16.13,冲高至17.28附近优先兑现；强势放量再看17.87；弱于15.73止损,冲高至17.28附近优先兑现；强势放量再看17.87；弱于15.73止损,只观察不追,≤16.13,只观察不追,≤16.13,冲高至17.28附近优先兑现；强势放量再看17.87；弱于15.73止损,冲高至17.28附近优先兑现；强势放量再看17.87；弱于15.73止损,0.423829,0.423829,47.7149,47.7149,0.80044,0.80044,55.4429,55.4429,0.423829,47.7149,0.80044,55.4429,,,,,,,,rule_fallback:model_missing,0.0,0.0819191297505993,0.0819191297505993,up,high,1.0,ehx:model_v1,-0.003506245076138448,0.0450119486693745,0.07873643618054563,0.11246092369171676,0.1609791174372306,15.914103317133602,16.705264527232355,17.27824850211707,17.870885601017847,18.75932720503933,0.9423404626122589,0.9423404626122589,22,24,24,0.2060221876824957,0.0,0.0,,,,,,,,
23,20260610,20260610,20260611,20260612,002585.SZ,双星新材,13.42,FULL,0,0,TOP20以外,只观察不追,≤13.55,只观察不追,≤13.55,冲高至14.60附近优先兑现；强势放量再看15.10；弱于13.22止损,冲高至14.60附近优先兑现；强势放量再看15.10；弱于13.22止损,只观察不追,≤13.55,只观察不追,≤13.55,冲高至14.60附近优先兑现；强势放量再看15.10；弱于13.22止损,冲高至14.60附近优先兑现；强势放量再看15.10；弱于13.22止损,0.379154,0.379154,46.3746,46.3746,0.815176,0.815176,53.6892,53.6892,0.379154,46.3746,0.815176,53.6892,,,,,,,,rule_fallback:model_missing,0.0,0.08768131939602235,0.08768131939602235,up,high,1.0,ehx:model_v1,0.001805519305137504,0.050323713050650455,0.08404820056182158,0.11777268807299271,0.16629088181850654,13.444251956174229,14.11262581516933,14.59668330629462,15.097343778168018,15.847900220763988,0.9536150474223429,0.9536150474223429,23,21,21,0.1481706485852963,0.0,0.0,,,,,,,,
24,20260610,20260610,20260611,20260612,600573.SH,惠泉啤酒,13.01,FULL,0,0,TOP20以外,只观察不追,≤13.14,只观察不追,≤13.14,冲高至14.12附近优先兑现；强势放量再看14.60；弱于12.81止损,冲高至14.12附近优先兑现；强势放量再看14.60；弱于12.81止损,只观察不追,≤13.14,只观察不追,≤13.14,冲高至14.12附近优先兑现；强势放量再看14.60；弱于12.81止损,冲高至14.12附近优先兑现；强势放量再看14.60；弱于12.81止损,0.383104,0.383104,46.4931,46.4931,0.807508,0.807508,53.6851,53.6851,0.383104,46.4931,0.807508,53.6851,,,,,,,,rule_fallback:model_missing,0.0,0.0850015686103253,0.0850015686103253,up,high,1.0,ehx:model_v1,-0.0006612485415041364,0.047856945204008815,0.08158143271517994,0.11530592022635106,0.1638241139718649,13.00140000015707,13.647757708921455,14.115870407620333,14.600039186985114,15.325872395459285,0.9486211309562328,0.9486211309562328,24,23,23,0.1668959530811215,0.0,0.0,,,,,,,,
25,20260610,20260610,20260611,20260612,002256.SZ,兆新股份,4.37,FULL,0,0,TOP20以外,只观察不追,≤4.41,只观察不追,≤4.41,冲高至4.77附近优先兑现；强势放量再看4.93；弱于4.30止损,冲高至4.77附近优先兑现；强势放量再看4.93；弱于4.30止损,只观察不追,≤4.41,只观察不追,≤4.41,冲高至4.77附近优先兑现；强势放量再看4.93；弱于4.30止损,冲高至4.77附近优先兑现；强势放量再看4.93；弱于4.30止损,0.369009,0.369009,46.0703,46.0703,0.821103,0.821103,53.3555,53.3555,0.369009,46.0703,0.821103,53.3555,,,,,,,,rule_fallback:model_missing,0.0,0.09156769341309255,0.09156769341309255,up,high,1.0,ehx:model_v1,0.005372232529968601,0.05389042627548155,0.08761491378665268,0.1213394012978238,0.16985759504333764,4.3935398302619095,4.611962333839896,4.770150820215214,4.9337651091904595,5.179044626128601,0.960138733806795,0.960138733806795,25,20,20,0.1187817197049448,0.0,0.0,,,,,,,,
26,20260610,20260610,20260611,20260612,600698.SH,湖南天雁,6.86,FULL,0,0,TOP20以外,放弃,不建议买入,放弃,不建议买入,冲高至7.41附近优先兑现；强势放量再看7.66；弱于6.76止损,冲高至7.41附近优先兑现；强势放量再看7.66；弱于6.76止损,放弃,不建议买入,放弃,不建议买入,冲高至7.41附近优先兑现；强势放量再看7.66；弱于6.76止损,冲高至7.41附近优先兑现；强势放量再看7.66；弱于6.76止损,0.348284,0.348284,45.4485,45.4485,0.789061,0.789061,51.57,51.57,0.348284,45.4485,0.789061,51.57,,,,,,,,rule_fallback:model_missing,0.0,0.07973418957107817,0.07973418957107817,up,high,1.0,ehx:model_v1,-0.0055277911807626035,0.04299040256475035,0.07671489007592147,0.1104393775870926,0.1589575713326064,6.822183968356744,7.161345227798259,7.406976540457596,7.66103291011943,8.041897100013873,0.9375217968217551,0.9375217968217551,26,28,28,0.1822424126138359,0.0,0.0,,,,,,,,
